,0,CSNK1A1,Interactors,CSNK1E,CSNK1D,CSNK1A1L
604,0,0.0,4089,0.0,0.0,0.0
605,0,0.0,4137,0.0,4.0,0.0
606,0,0.0,4193,0.0,2.0,0.0
607,0,0.0,4204,0.0,0.0,0.0
608,0,0.0,4236,0.0,0.0,0.0
609,0,0.0,51233,0.0,1.0,0.0
610,0,0.0,5170,0.0,1.0,0.0
611,0,0.0,5187,0.0,0.0,0.0
612,0,0.0,5371,0.0,0.0,0.0
613,0,0.0,541468,0.0,1.0,0.0
614,0,0.0,54606,0.0,0.0,0.0
615,0,0.0,54851,0.0,0.0,0.0
616,0,0.0,5495,0.0,0.0,0.0
617,0,0.0,5514,0.0,0.0,0.0
618,0,0.0,55269,0.0,0.0,0.0
619,0,0.0,5536,0.0,1.0,0.0
620,0,0.0,55660,0.0,0.0,0.0
621,0,0.0,5577,0.0,0.0,0.0
622,0,0.0,55775,0.0,0.0,0.0
623,0,0.0,55861,0.0,1.0,0.0
624,0,0.0,56257,0.0,0.0,0.0
625,0,0.0,58517,0.0,0.0,0.0
626,0,0.0,5861,0.0,1.0,0.0
627,0,0.0,6223,0.0,0.0,0.0
628,0,0.0,63943,0.0,0.0,0.0
629,0,0.0,64770,0.0,1.0,0.0
630,0,0.0,653121,0.0,1.0,0.0
631,0,0.0,6622,0.0,1.0,0.0
632,0,0.0,6672,0.0,0.0,0.0
633,0,0.0,672,0.0,1.0,0.0
634,0,0.0,6873,0.0,0.0,0.0
635,0,0.0,7155,0.0,0.0,0.0
636,0,0.0,7157,0.0,2.0,0.0
637,0,0.0,7528,0.0,0.0,0.0
638,0,0.0,79753,0.0,0.0,0.0
639,0,0.0,79869,0.0,0.0,0.0
640,0,0.0,81608,0.0,0.0,0.0
641,0,0.0,81610,0.0,0.0,0.0
642,0,0.0,84081,0.0,0.0,0.0
643,0,0.0,84922,0.0,0.0,0.0
644,0,0.0,85313,0.0,0.0,0.0
645,0,0.0,8535,0.0,0.0,0.0
646,0,0.0,8864,0.0,2.0,0.0
647,0,0.0,8899,0.0,0.0,0.0
648,0,0.0,90362,0.0,0.0,0.0
649,0,0.0,904,0.0,0.0,0.0
650,0,0.0,905,0.0,0.0,0.0
651,0,0.0,90861,0.0,1.0,0.0
652,0,0.0,9092,0.0,0.0,0.0
653,0,0.0,9391,0.0,0.0,0.0
654,0,0.0,9659,0.0,0.0,0.0
655,0,0.0,9878,0.0,0.0,0.0
656,0,0.0,9908,0.0,0.0,0.0
657,0,0.0,1454,0.0,0.0,0.0
658,0,0.0,145508,0.0,0.0,0.0
659,0,0.0,157753,0.0,0.0,0.0
660,0,0.0,1814,0.0,0.0,0.0
661,0,0.0,1856,0.0,0.0,0.0
662,0,0.0,2017,0.0,0.0,0.0
663,0,0.0,2022,0.0,0.0,0.0
664,0,0.0,2146,0.0,0.0,0.0
665,0,0.0,221154,0.0,0.0,0.0
666,0,0.0,23092,0.0,0.0,0.0
667,0,0.0,23299,0.0,0.0,0.0
668,0,0.0,23390,0.0,1.0,0.0
669,0,0.0,2353,0.0,0.0,0.0
670,0,0.0,23621,0.0,0.0,0.0
671,0,0.0,2512,0.0,0.0,0.0
672,0,0.0,27091,0.0,0.0,0.0
673,0,0.0,27092,0.0,0.0,0.0
674,0,0.0,29896,0.0,0.0,0.0
675,0,0.0,3187,0.0,0.0,0.0
676,0,0.0,3191,0.0,0.0,0.0
677,0,0.0,324,0.0,0.0,0.0
678,0,0.0,328,0.0,0.0,0.0
679,0,0.0,3614,0.0,0.0,0.0
680,0,0.0,3831,0.0,0.0,0.0
681,0,0.0,387129,0.0,0.0,0.0
682,0,0.0,387893,0.0,0.0,0.0
683,0,0.0,3921,0.0,0.0,0.0
684,0,0.0,4043,0.0,0.0,0.0
685,0,0.0,4163,0.0,0.0,0.0
686,0,0.0,472,0.0,1.0,0.0
687,0,0.0,4734,0.0,0.0,0.0
688,0,0.0,474,0.0,0.0,0.0
689,0,0.0,4772,0.0,0.0,0.0
690,0,0.0,4773,0.0,0.0,0.0
691,0,0.0,50674,0.0,0.0,0.0
692,0,0.0,5108,0.0,0.0,0.0
693,0,0.0,51343,0.0,0.0,0.0
694,0,0.0,51368,0.0,0.0,0.0
695,0,0.0,5217,0.0,0.0,0.0
696,0,0.0,54101,0.0,0.0,0.0
697,0,0.0,54443,0.0,0.0,0.0
698,0,0.0,55177,0.0,0.0,0.0
699,0,0.0,55337,0.0,0.0,0.0
700,0,0.0,5537,0.0,0.0,0.0
701,0,0.0,55720,0.0,0.0,0.0
702,0,0.0,56001,0.0,0.0,0.0
703,0,0.0,57144,0.0,1.0,0.0
704,0,0.0,57154,0.0,1.0,0.0
705,0,0.0,57381,0.0,0.0,0.0
706,0,0.0,57532,0.0,0.0,0.0
707,0,0.0,57584,0.0,0.0,0.0
708,0,0.0,57664,0.0,0.0,0.0
709,0,0.0,5784,0.0,0.0,0.0
710,0,0.0,5789,0.0,1.0,0.0
711,0,0.0,58504,0.0,0.0,0.0
712,0,0.0,60485,0.0,0.0,0.0
713,0,0.0,6102,0.0,0.0,0.0
714,0,0.0,64375,0.0,1.0,0.0
715,0,0.0,6597,0.0,0.0,0.0
716,0,0.0,705,0.0,0.0,0.0
717,0,0.0,7514,0.0,0.0,0.0
718,0,0.0,753,0.0,0.0,0.0
719,0,0.0,7534,0.0,1.0,0.0
720,0,0.0,7706,0.0,0.0,0.0
721,0,0.0,7813,0.0,1.0,0.0
722,0,0.0,7818,0.0,0.0,0.0
723,0,0.0,79007,0.0,0.0,0.0
724,0,0.0,79155,0.0,0.0,0.0
725,0,0.0,79169,0.0,0.0,0.0
726,0,0.0,79734,0.0,0.0,0.0
727,0,0.0,79760,0.0,0.0,0.0
728,0,0.0,79927,0.0,0.0,0.0
729,0,0.0,8209,0.0,0.0,0.0
730,0,0.0,8312,0.0,0.0,0.0
731,0,0.0,832,0.0,0.0,0.0
732,0,0.0,84144,0.0,0.0,0.0
733,0,0.0,84232,0.0,0.0,0.0
734,0,0.0,84445,0.0,1.0,0.0
735,0,0.0,84708,0.0,0.0,0.0
736,0,0.0,84899,0.0,0.0,0.0
737,0,0.0,84950,0.0,0.0,0.0
738,0,0.0,8517,0.0,0.0,0.0
739,0,0.0,85358,0.0,1.0,0.0
740,0,0.0,8772,0.0,0.0,0.0
741,0,0.0,8887,0.0,0.0,0.0
742,0,0.0,9110,0.0,0.0,0.0
743,0,0.0,9401,0.0,0.0,0.0
744,0,0.0,94103,0.0,0.0,0.0
745,0,0.0,94274,0.0,1.0,0.0
746,0,0.0,9493,0.0,0.0,0.0
747,0,0.0,9788,0.0,0.0,0.0
748,0,0.0,9928,0.0,0.0,0.0
749,0,0.0,999,0.0,0.0,0.0
750,0,0.0,10112,0.0,0.0,0.0
751,0,0.0,1053,0.0,0.0,1.0
752,0,0.0,11113,0.0,0.0,0.0
753,0,0.0,114781,0.0,0.0,0.0
754,0,0.0,122011,0.0,0.0,1.0
755,0,0.0,1452,0.0,0.0,0.0
756,0,0.0,222584,0.0,0.0,0.0
757,0,0.0,23365,0.0,0.0,0.0
758,0,0.0,26030,0.0,0.0,0.0
759,0,0.0,26130,0.0,0.0,0.0
760,0,0.0,286077,0.0,0.0,0.0
761,0,0.0,3161,0.0,0.0,0.0
762,0,0.0,4040,0.0,0.0,0.0
763,0,0.0,4041,0.0,0.0,0.0
764,0,0.0,4194,0.0,0.0,0.0
765,0,0.0,479,0.0,0.0,0.0
766,0,0.0,54851,0.0,0.0,0.0
767,0,0.0,55607,0.0,0.0,0.0
768,0,0.0,571,0.0,0.0,0.0
769,0,0.0,57683,0.0,0.0,0.0
770,0,0.0,58494,0.0,0.0,1.0
771,0,0.0,63943,0.0,0.0,0.0
772,0,0.0,644815,0.0,0.0,0.0
773,0,0.0,7132,0.0,0.0,1.0
774,0,0.0,7133,0.0,0.0,2.0
775,0,0.0,81610,0.0,0.0,0.0
776,0,0.0,84687,0.0,0.0,0.0
777,0,0.0,128866,0.0,0.0,0.0
778,0,0.0,150274,0.0,0.0,0.0
779,0,0.0,1894,0.0,0.0,0.0
780,0,0.0,340069,0.0,0.0,0.0
781,0,0.0,409,0.0,0.0,0.0
782,0,0.0,4772,0.0,0.0,0.0
783,0,0.0,54443,0.0,0.0,0.0
784,0,0.0,55294,0.0,0.0,0.0
785,0,0.0,5587,0.0,0.0,0.0
786,0,0.0,5727,0.0,0.0,0.0
787,0,0.0,5829,0.0,0.0,0.0
788,0,0.0,6117,0.0,0.0,0.0
789,0,0.0,6118,0.0,0.0,0.0
790,0,0.0,6119,0.0,0.0,0.0
791,0,0.0,7157,0.0,0.0,0.0
792,0,0.0,832,0.0,0.0,0.0
793,0,0.0,9110,0.0,0.0,0.0
794,0,0.0,92421,0.0,0.0,0.0
795,0,0.0,9401,0.0,0.0,0.0
796,0,0.0,9493,0.0,0.0,0.0
797,0,0.0,9928,0.0,0.0,0.0
