,0,CSNK1A1,Interactors,CSNK1E,CSNK1D,CSNK1A1L
169,0,0.0,71,0.0,0.0,0.0
170,0,0.0,7112,0.0,0.0,0.0
171,0,2.0,7133,0.0,0.0,0.0
172,0,1.0,7157,0.0,0.0,0.0
173,0,0.0,7277,0.0,0.0,0.0
174,0,0.0,7283,0.0,0.0,0.0
175,0,2.0,7405,0.0,0.0,0.0
176,0,0.0,7518,0.0,0.0,0.0
177,0,0.0,790,0.0,0.0,0.0
178,0,0.0,79856,0.0,0.0,0.0
179,0,0.0,80097,0.0,0.0,0.0
180,0,0.0,81610,0.0,0.0,0.0
181,0,0.0,8312,0.0,0.0,0.0
182,0,0.0,8394,0.0,0.0,0.0
183,0,0.0,84295,0.0,0.0,0.0
184,0,0.0,84433,0.0,0.0,0.0
185,0,0.0,8655,0.0,0.0,0.0
186,0,0.0,8669,0.0,0.0,0.0
187,0,1.0,8878,0.0,0.0,0.0
188,0,0.0,8915,0.0,0.0,0.0
189,0,0.0,8925,0.0,0.0,0.0
190,0,0.0,9126,0.0,0.0,0.0
191,0,1.0,94274,0.0,0.0,0.0
192,0,0.0,9462,0.0,0.0,0.0
193,0,0.0,9520,0.0,0.0,0.0
194,0,0.0,9736,0.0,0.0,0.0
195,0,0.0,9759,0.0,0.0,0.0
196,0,0.0,9852,0.0,0.0,0.0
197,0,0.0,9919,0.0,0.0,0.0
198,0,1.0,993,0.0,0.0,0.0
199,0,0.0,999,0.0,0.0,0.0
200,0,0.0,145508,0.0,0.0,0.0
201,0,0.0,161176,0.0,0.0,0.0
202,0,0.0,1803,0.0,0.0,0.0
203,0,0.0,1869,0.0,0.0,0.0
204,0,0.0,1894,0.0,0.0,0.0
205,0,0.0,1956,0.0,0.0,0.0
206,0,0.0,1994,0.0,0.0,0.0
207,0,0.0,2010,0.0,0.0,0.0
208,0,0.0,2099,0.0,0.0,0.0
209,0,0.0,2100,0.0,0.0,0.0
210,0,0.0,221150,0.0,0.0,0.0
211,0,0.0,22927,0.0,0.0,0.0
212,0,0.0,22981,0.0,0.0,0.0
213,0,0.0,23235,0.0,0.0,0.0
214,0,0.0,23476,0.0,0.0,0.0
215,0,0.0,23586,0.0,0.0,0.0
216,0,0.0,2512,0.0,0.0,0.0
217,0,0.0,2547,0.0,0.0,0.0
218,0,0.0,26135,0.0,0.0,0.0
219,0,0.0,26471,0.0,0.0,0.0
220,0,0.0,284680,0.0,0.0,0.0
221,0,0.0,30011,0.0,0.0,0.0
222,0,0.0,3169,0.0,0.0,0.0
223,0,0.0,3191,0.0,0.0,0.0
224,0,0.0,340069,0.0,0.0,0.0
225,0,0.0,3630,0.0,0.0,0.0
226,0,0.0,3667,0.0,0.0,0.0
227,0,0.0,3676,0.0,0.0,0.0
228,0,0.0,3845,0.0,0.0,0.0
229,0,0.0,387893,0.0,0.0,0.0
230,0,0.0,388,0.0,0.0,0.0
231,0,0.0,388468,0.0,0.0,0.0
232,0,0.0,3916,0.0,0.0,0.0
233,0,0.0,399687,0.0,0.0,0.0
234,0,0.0,474,0.0,0.0,0.0
235,0,0.0,4772,0.0,0.0,0.0
236,0,0.0,4775,0.0,0.0,0.0
237,0,0.0,4914,0.0,0.0,0.0
238,0,0.0,5108,0.0,0.0,0.0
239,0,0.0,51199,0.0,0.0,0.0
240,0,0.0,51343,0.0,0.0,0.0
241,0,0.0,51368,0.0,0.0,0.0
242,0,0.0,51512,0.0,0.0,0.0
243,0,0.0,51517,0.0,0.0,0.0
244,0,0.0,5347,0.0,0.0,0.0
245,0,0.0,54101,0.0,0.0,0.0
246,0,0.0,54443,0.0,0.0,0.0
247,0,0.0,54894,0.0,0.0,0.0
248,0,0.0,55004,0.0,0.0,0.0
249,0,1.0,5501,0.0,0.0,0.0
250,0,0.0,55054,0.0,0.0,0.0
251,0,0.0,55294,0.0,0.0,0.0
252,0,0.0,55667,0.0,0.0,0.0
253,0,0.0,55737,0.0,0.0,0.0
254,0,0.0,5587,0.0,0.0,0.0
255,0,0.0,56649,0.0,0.0,0.0
256,0,0.0,5727,0.0,0.0,0.0
257,0,0.0,57407,0.0,0.0,0.0
258,0,0.0,5829,0.0,0.0,0.0
259,0,0.0,58504,0.0,0.0,0.0
260,0,0.0,6117,0.0,0.0,0.0
261,0,0.0,6118,0.0,0.0,0.0
262,0,0.0,6119,0.0,0.0,0.0
263,0,0.0,613,0.0,0.0,0.0
264,0,0.0,6597,0.0,0.0,0.0
265,0,0.0,65992,0.0,0.0,0.0
266,0,0.0,6657,0.0,0.0,0.0
267,0,0.0,6928,0.0,0.0,0.0
268,0,0.0,7186,0.0,0.0,0.0
269,0,0.0,7412,0.0,0.0,0.0
270,0,0.0,7465,0.0,0.0,0.0
271,0,0.0,7514,0.0,0.0,0.0
272,0,0.0,7531,0.0,0.0,0.0
273,0,0.0,7532,0.0,0.0,0.0
274,0,0.0,7706,0.0,0.0,0.0
275,0,0.0,7764,0.0,0.0,0.0
276,0,0.0,79007,0.0,0.0,0.0
277,0,0.0,79927,0.0,0.0,0.0
278,0,0.0,81631,0.0,0.0,0.0
279,0,0.0,84445,0.0,0.0,0.0
280,0,0.0,8517,0.0,0.0,0.0
281,0,0.0,8519,0.0,0.0,0.0
282,0,0.0,8715,0.0,0.0,0.0
283,0,0.0,8772,0.0,0.0,0.0
284,0,0.0,8829,0.0,0.0,0.0
285,0,0.0,8844,0.0,0.0,0.0
286,0,0.0,8940,0.0,0.0,0.0
287,0,0.0,8945,0.0,0.0,0.0
288,0,0.0,9110,0.0,0.0,0.0
289,0,0.0,9343,0.0,0.0,0.0
290,0,0.0,9493,0.0,0.0,0.0
291,0,0.0,9662,0.0,0.0,0.0
292,0,0.0,9859,0.0,0.0,0.0
293,0,0.0,9928,0.0,0.0,0.0
294,0,1.0,9958,0.0,0.0,0.0
295,0,0.0,9968,0.0,0.0,0.0
296,0,0.0,100506144,0.0,0.0,0.0
297,0,0.0,100506658,3.0,0.0,0.0
298,0,0.0,10130,0.0,0.0,0.0
299,0,0.0,10189,0.0,0.0,0.0
300,0,0.0,10369,0.0,0.0,0.0
301,0,0.0,10403,0.0,0.0,0.0
302,0,0.0,10458,0.0,0.0,0.0
303,0,0.0,10612,1.0,0.0,0.0
304,0,0.0,10713,0.0,0.0,0.0
305,0,0.0,10970,0.0,0.0,0.0
306,0,0.0,11014,0.0,0.0,0.0
307,0,0.0,11051,0.0,0.0,0.0
308,0,0.0,11170,0.0,0.0,0.0
309,0,0.0,11325,0.0,0.0,0.0
310,0,0.0,114991,1.0,0.0,0.0
311,0,0.0,116442,0.0,0.0,0.0
312,0,0.0,1213,0.0,0.0,0.0
313,0,0.0,124245,0.0,0.0,0.0
314,0,0.0,129804,0.0,0.0,0.0
315,0,0.0,136263,0.0,0.0,0.0
316,0,0.0,1407,1.0,0.0,0.0
317,0,0.0,1452,0.0,0.0,0.0
318,0,0.0,10419,0.0,0.0,0.0
319,0,0.0,10549,0.0,0.0,0.0
320,0,0.0,10768,0.0,0.0,0.0
321,0,0.0,10807,1.0,0.0,0.0
322,0,0.0,11091,0.0,0.0,0.0
323,0,0.0,11143,1.0,0.0,0.0
324,0,0.0,116138,0.0,0.0,0.0
325,0,0.0,123811,0.0,0.0,0.0
326,0,0.0,139231,0.0,0.0,0.0
327,0,0.0,140032,0.0,0.0,0.0
328,0,0.0,1408,0.0,0.0,0.0
329,0,0.0,1453,0.0,0.0,0.0
330,0,0.0,1454,2.0,0.0,0.0
331,0,0.0,1460,1.0,0.0,0.0
332,0,0.0,152185,0.0,0.0,0.0
333,0,0.0,157680,0.0,0.0,0.0
334,0,0.0,166,1.0,0.0,0.0
335,0,0.0,1855,0.0,0.0,0.0
336,0,0.0,1856,1.0,0.0,0.0
337,0,0.0,1857,3.0,0.0,0.0
338,0,0.0,197335,0.0,0.0,0.0
339,0,0.0,199731,1.0,0.0,0.0
340,0,0.0,2203,1.0,0.0,0.0
341,0,0.0,222584,0.0,0.0,0.0
342,0,0.0,22994,0.0,0.0,0.0
343,0,0.0,23053,0.0,0.0,0.0
344,0,0.0,23291,1.0,0.0,0.0
345,0,0.0,23371,1.0,0.0,0.0
346,0,0.0,23382,0.0,0.0,0.0
347,0,0.0,23613,1.0,0.0,0.0
348,0,0.0,25788,1.0,0.0,0.0
349,0,0.0,26130,0.0,0.0,0.0
350,0,0.0,286077,0.0,0.0,0.0
351,0,0.0,28966,0.0,0.0,0.0
352,0,0.0,28987,0.0,0.0,0.0
353,0,0.0,2975,1.0,0.0,0.0
354,0,0.0,31,0.0,0.0,0.0
355,0,0.0,3161,0.0,0.0,0.0
356,0,0.0,3280,1.0,0.0,0.0
357,0,0.0,3312,0.0,0.0,0.0
358,0,0.0,351,2.0,0.0,0.0
359,0,0.0,400506,0.0,0.0,0.0
360,0,0.0,406,2.0,0.0,0.0
361,0,0.0,4163,1.0,0.0,0.0
362,0,0.0,50514,1.0,0.0,0.0
363,0,0.0,5108,0.0,0.0,0.0
364,0,0.0,5110,0.0,0.0,0.0
365,0,0.0,51203,0.0,0.0,0.0
366,0,0.0,5187,5.0,0.0,0.0
367,0,0.0,53339,0.0,0.0,0.0
368,0,0.0,53616,0.0,0.0,0.0
369,0,0.0,5495,0.0,0.0,0.0
370,0,0.0,5501,1.0,0.0,0.0
371,0,0.0,55245,0.0,0.0,0.0
372,0,0.0,5528,1.0,0.0,0.0
373,0,0.0,5529,1.0,0.0,0.0
374,0,0.0,55291,0.0,0.0,0.0
375,0,0.0,55722,0.0,0.0,0.0
376,0,0.0,5576,0.0,0.0,0.0
377,0,0.0,5577,0.0,0.0,0.0
378,0,0.0,55861,1.0,0.0,0.0
379,0,0.0,55898,0.0,0.0,0.0
380,0,0.0,56902,1.0,0.0,0.0
381,0,0.0,56977,0.0,0.0,0.0
382,0,0.0,57542,0.0,0.0,0.0
383,0,0.0,57551,1.0,0.0,0.0
384,0,0.0,57708,0.0,0.0,0.0
385,0,0.0,5978,0.0,0.0,0.0
386,0,0.0,60485,0.0,0.0,0.0
387,0,0.0,6095,1.0,0.0,0.0
388,0,0.0,6097,1.0,0.0,0.0
389,0,0.0,6227,0.0,0.0,0.0
390,0,0.0,6396,0.0,0.0,0.0
391,0,0.0,642273,1.0,0.0,0.0
392,0,0.0,6704,0.0,0.0,0.0
393,0,0.0,6788,0.0,0.0,0.0
394,0,0.0,6901,1.0,0.0,0.0
395,0,0.0,6923,0.0,0.0,0.0
396,0,0.0,7187,1.0,0.0,0.0
397,0,0.0,728378,0.0,0.0,0.0
398,0,0.0,729440,0.0,0.0,0.0
399,0,0.0,7770,1.0,0.0,0.0
400,0,0.0,79365,1.0,0.0,0.0
401,0,0.0,79738,1.0,0.0,0.0
402,0,0.0,79856,0.0,0.0,0.0
403,0,0.0,80304,1.0,0.0,0.0
404,0,0.0,81610,1.0,0.0,0.0
405,0,0.0,8202,1.0,0.0,0.0
406,0,0.0,8239,0.0,0.0,0.0
407,0,0.0,8287,0.0,0.0,0.0
408,0,0.0,8312,1.0,0.0,0.0
409,0,0.0,83541,2.0,0.0,0.0
410,0,0.0,8453,0.0,0.0,0.0
411,0,0.0,8481,0.0,0.0,0.0
412,0,0.0,85313,0.0,0.0,0.0
413,0,0.0,8550,0.0,0.0,0.0
414,0,0.0,8863,0.0,0.0,0.0
415,0,0.0,8864,2.0,0.0,0.0
416,0,0.0,90362,0.0,0.0,0.0
417,0,0.0,904,0.0,0.0,0.0
418,0,0.0,9110,0.0,0.0,0.0
419,0,0.0,9138,1.0,0.0,0.0
420,0,0.0,9219,0.0,0.0,0.0
421,0,0.0,9462,0.0,0.0,0.0
422,0,0.0,9575,2.0,0.0,0.0
423,0,0.0,9659,0.0,0.0,0.0
424,0,0.0,9851,0.0,0.0,0.0
425,0,0.0,9855,0.0,0.0,0.0
426,0,0.0,9919,0.0,0.0,0.0
427,0,0.0,9975,1.0,0.0,0.0
428,0,0.0,9978,1.0,0.0,0.0
429,0,0.0,145508,0.0,0.0,0.0
430,0,0.0,1500,0.0,0.0,0.0
431,0,0.0,151246,0.0,0.0,0.0
432,0,0.0,154743,0.0,0.0,0.0
433,0,0.0,157753,0.0,0.0,0.0
434,0,0.0,1994,0.0,0.0,0.0
435,0,0.0,200150,0.0,0.0,0.0
436,0,0.0,2017,0.0,0.0,0.0
437,0,0.0,221154,0.0,0.0,0.0
438,0,0.0,22832,0.0,0.0,0.0
439,0,0.0,22861,0.0,0.0,0.0
440,0,0.0,22881,0.0,0.0,0.0
441,0,0.0,23092,0.0,0.0,0.0
442,0,0.0,23175,0.0,0.0,0.0
443,0,0.0,23192,0.0,0.0,0.0
444,0,0.0,23286,0.0,0.0,0.0
445,0,0.0,23299,0.0,0.0,0.0
446,0,0.0,23586,0.0,0.0,0.0
447,0,0.0,23770,0.0,0.0,0.0
448,0,0.0,2512,0.0,0.0,0.0
449,0,0.0,25793,1.0,0.0,0.0
450,0,0.0,26043,0.0,0.0,0.0
451,0,0.0,266971,0.0,0.0,0.0
452,0,0.0,27091,0.0,0.0,0.0
453,0,0.0,27092,0.0,0.0,0.0
454,0,0.0,27338,0.0,0.0,0.0
455,0,0.0,284996,0.0,0.0,0.0
456,0,0.0,29100,0.0,0.0,0.0
457,0,0.0,29896,0.0,0.0,0.0
458,0,0.0,324,0.0,0.0,0.0
459,0,0.0,330,0.0,0.0,0.0
460,0,0.0,3638,0.0,0.0,0.0
461,0,0.0,3718,0.0,0.0,0.0
462,0,0.0,3739,0.0,0.0,0.0
463,0,0.0,3796,0.0,0.0,0.0
464,0,0.0,4043,0.0,0.0,0.0
465,0,0.0,4055,0.0,0.0,0.0
466,0,0.0,4077,0.0,0.0,0.0
467,0,0.0,474,0.0,0.0,0.0
468,0,0.0,4799,0.0,0.0,0.0
469,0,0.0,4914,0.0,0.0,0.0
470,0,0.0,494119,0.0,0.0,0.0
471,0,0.0,51073,0.0,0.0,0.0
472,0,0.0,51141,0.0,0.0,0.0
473,0,0.0,51204,0.0,0.0,0.0
474,0,0.0,51233,0.0,0.0,0.0
475,0,0.0,51368,0.0,0.0,0.0
476,0,0.0,51490,0.0,0.0,0.0
477,0,0.0,51512,0.0,0.0,0.0
478,0,0.0,5170,0.0,0.0,0.0
479,0,0.0,5305,0.0,0.0,0.0
480,0,0.0,54101,0.0,0.0,0.0
481,0,0.0,54509,0.0,0.0,0.0
482,0,0.0,54819,0.0,0.0,0.0
483,0,0.0,54851,0.0,0.0,0.0
484,0,0.0,54888,0.0,0.0,0.0
485,0,0.0,54894,0.0,0.0,0.0
486,0,0.0,5499,1.0,0.0,0.0
487,0,0.0,5514,0.0,0.0,0.0
488,0,0.0,55177,0.0,0.0,0.0
489,0,0.0,55217,0.0,0.0,0.0
490,0,0.0,55319,0.0,0.0,0.0
491,0,0.0,55646,0.0,0.0,0.0
492,0,0.0,5566,0.0,0.0,0.0
493,0,0.0,56001,0.0,0.0,0.0
494,0,0.0,5601,0.0,0.0,0.0
495,0,0.0,5720,0.0,0.0,0.0
496,0,0.0,57506,0.0,0.0,0.0
497,0,0.0,57584,0.0,0.0,0.0
498,0,0.0,5789,1.0,0.0,0.0
499,0,0.0,58504,0.0,0.0,0.0
500,0,0.0,60468,0.0,0.0,0.0
501,0,0.0,6102,0.0,0.0,0.0
502,0,0.0,6259,0.0,0.0,0.0
503,0,0.0,636,0.0,0.0,0.0
504,0,0.0,637,0.0,0.0,0.0
505,0,0.0,63915,0.0,0.0,0.0
506,0,0.0,63943,0.0,0.0,0.0
507,0,0.0,6447,0.0,0.0,0.0
508,0,0.0,6597,0.0,0.0,0.0
509,0,0.0,6602,0.0,0.0,0.0
510,0,0.0,6924,0.0,0.0,0.0
511,0,0.0,705,0.0,0.0,0.0
512,0,0.0,7074,0.0,0.0,0.0
513,0,0.0,7132,0.0,0.0,0.0
514,0,0.0,7133,0.0,0.0,0.0
515,0,0.0,7157,0.0,0.0,0.0
516,0,0.0,7158,0.0,0.0,0.0
517,0,0.0,7289,0.0,0.0,0.0
518,0,0.0,7322,0.0,0.0,0.0
519,0,0.0,7434,0.0,0.0,0.0
520,0,0.0,7514,0.0,0.0,0.0
521,0,0.0,753,0.0,0.0,0.0
522,0,0.0,760,0.0,0.0,0.0
523,0,0.0,79007,0.0,0.0,0.0
524,0,0.0,79869,0.0,0.0,0.0
525,0,0.0,79927,0.0,0.0,0.0
526,0,0.0,80184,0.0,0.0,0.0
527,0,0.0,8153,0.0,0.0,0.0
528,0,0.0,81559,0.0,0.0,0.0
529,0,0.0,830,0.0,0.0,0.0
530,0,0.0,84254,0.0,0.0,0.0
531,0,0.0,84285,0.0,0.0,0.0
532,0,0.0,84295,0.0,0.0,0.0
533,0,0.0,8449,0.0,0.0,0.0
534,0,0.0,84553,0.0,0.0,0.0
535,0,0.0,84985,0.0,0.0,0.0
536,0,0.0,85395,0.0,0.0,0.0
537,0,0.0,899,0.0,0.0,0.0
538,0,0.0,9128,0.0,0.0,0.0
539,0,0.0,9129,0.0,0.0,0.0
540,0,0.0,923,0.0,0.0,0.0
541,0,0.0,92675,0.0,0.0,0.0
542,0,0.0,9353,0.0,0.0,0.0
543,0,0.0,93974,0.0,0.0,0.0
544,0,0.0,93986,0.0,0.0,0.0
545,0,0.0,94134,0.0,0.0,0.0
546,0,0.0,94274,1.0,0.0,0.0
547,0,0.0,9616,0.0,0.0,0.0
548,0,0.0,9631,0.0,0.0,0.0
549,0,0.0,9824,0.0,0.0,0.0
550,0,0.0,9928,0.0,0.0,0.0
551,0,0.0,10010,0.0,0.0,0.0
552,0,0.0,10112,0.0,0.0,0.0
553,0,0.0,10133,0.0,0.0,0.0
554,0,0.0,10142,0.0,0.0,0.0
555,0,0.0,10241,0.0,0.0,0.0
556,0,0.0,10369,0.0,0.0,0.0
557,0,0.0,10612,0.0,1.0,0.0
558,0,0.0,10940,0.0,0.0,0.0
559,0,0.0,114836,0.0,0.0,0.0
560,0,0.0,135398,0.0,0.0,0.0
561,0,0.0,136263,0.0,0.0,0.0
562,0,0.0,1452,0.0,0.0,0.0
563,0,0.0,1025,0.0,0.0,0.0
564,0,0.0,10262,0.0,0.0,0.0
565,0,0.0,10600,0.0,0.0,0.0
566,0,0.0,10614,0.0,0.0,0.0
567,0,0.0,11273,0.0,0.0,0.0
568,0,0.0,11325,0.0,0.0,0.0
569,0,0.0,114088,0.0,1.0,0.0
570,0,0.0,114991,0.0,1.0,0.0
571,0,0.0,1385,0.0,1.0,0.0
572,0,0.0,139231,0.0,0.0,0.0
573,0,0.0,1407,0.0,0.0,0.0
574,0,0.0,1408,0.0,0.0,0.0
575,0,0.0,143684,0.0,0.0,0.0
576,0,0.0,1453,0.0,0.0,0.0
577,0,0.0,157680,0.0,0.0,0.0
578,0,0.0,1656,0.0,0.0,0.0
579,0,0.0,166,0.0,0.0,0.0
580,0,0.0,1855,0.0,0.0,0.0
581,0,0.0,1857,0.0,2.0,0.0
582,0,0.0,199870,0.0,0.0,0.0
583,0,0.0,2037,0.0,0.0,0.0
584,0,0.0,2273,0.0,1.0,0.0
585,0,0.0,23076,0.0,0.0,0.0
586,0,0.0,23192,0.0,0.0,0.0
587,0,0.0,23560,0.0,0.0,0.0
588,0,0.0,25879,0.0,0.0,0.0
589,0,0.0,25940,0.0,0.0,0.0
590,0,0.0,26130,0.0,0.0,0.0
591,0,0.0,2697,0.0,1.0,0.0
592,0,0.0,286077,0.0,0.0,0.0
593,0,0.0,28966,0.0,0.0,0.0
594,0,0.0,28987,0.0,0.0,0.0
595,0,0.0,29890,0.0,0.0,0.0
596,0,0.0,3091,0.0,1.0,0.0
597,0,0.0,3161,0.0,0.0,0.0
598,0,0.0,3202,0.0,0.0,0.0
599,0,0.0,3312,0.0,0.0,0.0
600,0,0.0,351,0.0,2.0,0.0
601,0,0.0,3791,0.0,1.0,0.0
602,0,0.0,4087,0.0,1.0,0.0
603,0,0.0,4088,0.0,1.0,0.0
